subject,run,epoch,event,Fc5._alpha,Fc5._beta,Fc5._std,Fc3._alpha,Fc3._beta,Fc3._std,Fc1._alpha,Fc1._beta,Fc1._std,Fcz._alpha,Fcz._beta,Fcz._std,Fc2._alpha,Fc2._beta,Fc2._std,Fc4._alpha,Fc4._beta,Fc4._std,Fc6._alpha,Fc6._beta,Fc6._std,C5.._alpha,C5.._beta,C5.._std,C3.._alpha,C3.._beta,C3.._std,C1.._alpha,C1.._beta,C1.._std
S003,11,0,1,4.343771962330585e-11,9.597919259054345e-12,8.369902606956976e-05,2.563959992922367e-11,6.755441275693576e-12,8.51932943374304e-05,1.564035307084339e-11,6.888897475436491e-12,8.444412036485348e-05,1.457502698380182e-11,6.4065777449941734e-12,8.173012929874683e-05,1.4806681146023688e-11,7.099250773331569e-12,8.257638539491252e-05,1.8105206074480222e-11,6.674748429747898e-12,8.199758842151297e-05,1.8022199088990044e-11,6.749121907645325e-12,8.213761409717464e-05,2.419064235635293e-11,8.453978922289246e-12,5.480396108919573e-05,1.6848637573699884e-11,7.580094597126325e-12,5.304712542213821e-05,1.3096463299763813e-11,6.757905948151236e-12,6.207866586378488e-05
S003,11,1,2,1.7418231483071684e-11,8.606975431241061e-12,8.308340814576511e-05,1.4363934765156005e-11,5.609239927712491e-12,7.39523047109134e-05,1.7009849561216013e-11,4.973492274240199e-12,7.124265261808968e-05,1.5755763099253256e-11,5.06567365666521e-12,7.293608236738114e-05,1.7944776869718798e-11,4.955513476010346e-12,7.22806663991516e-05,1.3165840928467404e-11,5.822021059058365e-12,7.218270843691347e-05,1.2917822845097466e-11,5.914857114753087e-12,7.209773454176405e-05,1.7026822736891405e-11,7.962424260408134e-12,5.772936155852674e-05,1.8143637961544278e-11,6.089296331603411e-12,5.74197915601064e-05,1.7813493622399012e-11,5.681299380857426e-12,5.829050472221998e-05
S003,11,2,1,3.6639691244302545e-11,7.8547786443772e-12,8.577736218939455e-05,2.687539475762384e-11,5.7708462279801924e-12,8.360743171384322e-05,1.8981464515788497e-11,4.334159526879026e-12,8.240494391062015e-05,1.6344217464461503e-11,4.209554019691653e-12,8.010741229066267e-05,1.3126036388909744e-11,4.146934740670127e-12,7.799213641547468e-05,1.4447926870402571e-11,5.147124169158779e-12,8.207535958473882e-05,1.4505414874118848e-11,5.297999368263112e-12,8.169158480528189e-05,2.7877284522354337e-11,6.293405322911955e-12,5.99860709174061e-05,1.9738871813683964e-11,5.43800565832452e-12,5.838341136824534e-05,1.553125702176539e-11,5.3137902173992e-12,5.9740799390124015e-05
S003,11,3,3,2.1722163318723222e-11,1.1483734653293413e-11,0.0001215807517402282,1.869522019463601e-11,8.911618248900341e-12,8.91595010112131e-05,1.2273536205672576e-11,9.502424095065748e-12,9.207723083432117e-05,9.140454955941841e-12,9.037146827934e-12,9.327018595482415e-05,7.763342350332061e-12,9.145999146767237e-12,8.395913531007052e-05,1.1364354855667814e-11,7.0633813159169976e-12,7.906587213783437e-05,1.0876170802153098e-11,6.89546374985564e-12,7.854551526216647e-05,2.494534034651535e-11,9.706646368997431e-12,7.318425202474998e-05,1.92009126666061e-11,9.707263095319245e-12,7.815950201456903e-05,1.7109277549244998e-11,9.89287712452619e-12,7.742945175342141e-05
S003,11,4,1,5.2345684720550035e-11,9.920093940949089e-12,9.726427197630344e-05,5.943817424681084e-11,7.60585984755047e-12,9.211267337783101e-05,5.6052191703969134e-11,6.162916565480195e-12,8.912536623831985e-05,5.2894278610598606e-11,5.869642724954287e-12,8.738316435381756e-05,5.272578263297682e-11,5.72336568197332e-12,8.681514790722793e-05,3.1124608081567585e-11,4.272648630117673e-12,8.812235362589598e-05,3.061130349201161e-11,4.362487989928526e-12,8.788678454380151e-05,5.4441134925235704e-11,8.418554902406016e-12,7.375056945600136e-05,6.611806246496074e-11,6.684312887579648e-12,7.187287887021916e-05,6.574154137732097e-11,6.890207118371601e-12,7.059432278015517e-05
S003,11,5,2,4.2365234175193454e-11,1.2923493427655992e-11,7.55379368986819e-05,5.5633299938579724e-11,1.0129147478333037e-11,7.353422447563859e-05,6.83627317522642e-11,1.037357044271799e-11,7.391744402222665e-05,7.832889456868308e-11,1.2732230946368492e-11,7.685081235607612e-05,8.792954984967524e-11,1.2515647372637948e-11,7.655627783287445e-05,6.6023157305713e-11,1.0794532974941782e-11,7.084654669795716e-05,6.565962406923104e-11,1.0744642577907962e-11,7.077066476030437e-05,7.403875322515177e-11,1.1455119559149028e-11,5.454618451625196e-05,8.633380154128318e-11,1.0943448227769699e-11,5.765407708814212e-05,9.868790554980107e-11,1.0988090226532463e-11,5.846944204779701e-05
S003,11,6,1,3.49458930572091e-11,6.493566025940504e-12,9.608610488627935e-05,2.190369985138466e-11,5.75128784460372e-12,8.231524238257606e-05,1.9752546706967507e-11,5.836841731029853e-12,8.544940241258092e-05,2.0545780594744343e-11,5.438135976291704e-12,8.225791330679796e-05,2.258912171808097e-11,5.410324910314049e-12,8.630425613543162e-05,2.117445990017924e-11,4.404502081154899e-12,8.533166411645863e-05,2.0159050246711018e-11,4.367270484592059e-12,8.504428750503789e-05,3.6067125687265195e-11,7.008406189408766e-12,6.460703748668388e-05,2.0509250325586098e-11,5.678295303579386e-12,7.214437350742492e-05,1.767174792784597e-11,4.611736809311324e-12,6.286077090726395e-05
S003,11,7,3,4.590284230893782e-11,7.404133079438017e-12,6.231305138648087e-05,4.4904624996555086e-11,8.74024465302869e-12,6.148393560434852e-05,3.4623684435025296e-11,6.868761269751723e-12,5.272373744688356e-05,3.5139864290581576e-11,6.776738478471604e-12,5.674536981095973e-05,3.0071465320082105e-11,7.568812663114809e-12,5.8197033364287514e-05,1.2744535912982781e-11,7.354938205496471e-12,6.45692333613773e-05,1.2640622715697308e-11,7.232885271837472e-12,6.442145130139247e-05,2.2956877216077617e-11,8.050543528165318e-12,4.318616273910851e-05,2.000255800647191e-11,8.213892452237552e-12,4.627284319461574e-05,2.892881107235553e-11,7.447152902218874e-12,4.071900327733445e-05
S003,11,8,1,3.120576891325223e-11,6.040652234513063e-12,8.44574597599189e-05,5.109205817884007e-11,4.469997350550108e-12,7.323967927719742e-05,5.717866467630988e-11,4.022571867113018e-12,7.344912711746812e-05,7.025399303821996e-11,4.026347302180014e-12,7.215768681829086e-05,6.444098191754802e-11,4.309943345562333e-12,7.221644732210953e-05,2.6407499297589686e-11,4.9140287462767525e-12,7.689759772139108e-05,2.7280360473280163e-11,4.947342477771442e-12,7.705937994922856e-05,2.9620611497696985e-11,5.6273590881228196e-12,5.388741031592775e-05,5.232056607132519e-11,4.309408358983068e-12,5.903699481614898e-05,6.667406776082358e-11,4.472330658651236e-12,5.658839119974281e-05
S003,11,9,3,1.0612399435159163e-10,1.5083680246850747e-11,7.579303475255474e-05,6.852529036089359e-11,7.135320454347512e-12,7.118944863991645e-05,6.139846880418407e-11,6.601795697687753e-12,7.2990179535036e-05,5.430473006990426e-11,6.790348659103418e-12,7.073984834562562e-05,5.11089965978777e-11,4.8442220699492195e-12,6.727252087809997e-05,2.0576636751808935e-11,4.127133439843336e-12,5.898102498774764e-05,2.1085868736141897e-11,4.236505662158836e-12,5.9110299964086754e-05,1.0488495644407011e-10,6.137183586802429e-12,6.09661574300226e-05,4.5684757259769535e-11,5.432477714281351e-12,6.0674065329338716e-05,5.402415245770358e-11,4.7655837613947976e-12,5.6460114839560446e-05
S003,11,10,1,2.851432644927275e-11,1.1981565508358713e-11,7.840710126010986e-05,3.0183052098170283e-11,7.600603097151745e-12,7.270835686591283e-05,1.93603458263113e-11,7.995524657868373e-12,7.859804539663431e-05,2.2984366731329697e-11,7.229531806580661e-12,6.991135361410202e-05,2.18353892722616e-11,6.8963724233891835e-12,7.22611610157841e-05,2.1317875471504147e-11,7.998776397520875e-12,6.530835415226462e-05,2.0845306763521567e-11,7.945182179902009e-12,6.532694726315053e-05,3.010525745442588e-11,9.955104316095187e-12,6.215747277101047e-05,2.59921072135253e-11,1.0522759052137985e-11,6.156304698272359e-05,2.2523400683437167e-11,9.260328904252687e-12,6.21860592699641e-05
S003,11,11,2,7.137363432981316e-11,8.546077893816563e-12,5.095854038330106e-05,8.551045470820601e-11,5.388523009064066e-12,4.807811971011655e-05,9.468133294105803e-11,4.3494532259259795e-12,4.936308658908731e-05,9.177236684536596e-11,4.854216222023561e-12,4.958495980492853e-05,8.672446693984774e-11,4.7556535772044096e-12,4.7452795913265476e-05,5.096381456221881e-11,4.8123959574567126e-12,4.5510597528894734e-05,5.142490688832456e-11,4.87479860293223e-12,4.55830535699437e-05,6.149526656967824e-11,5.738699037962695e-12,4.125789847515167e-05,8.253788036946114e-11,4.580893369966056e-12,4.0190665139409824e-05,8.579450909461925e-11,4.372552827231083e-12,4.409662855938363e-05
S003,11,12,1,3.1244555944955e-11,1.3019579688171859e-11,6.684141130027938e-05,3.1359752004282154e-11,6.5459099000299274e-12,7.454780727122886e-05,2.958528534723904e-11,5.765810788553537e-12,6.35711932410211e-05,2.7154738341290853e-11,5.395701396042725e-12,6.190213236962144e-05,2.7068935199639785e-11,4.221728666792561e-12,6.389401386145011e-05,1.1453514743388067e-11,3.4322138919982508e-12,5.916927525899356e-05,1.1456398295428923e-11,3.5602639055427017e-12,5.912721211480229e-05,3.7047509756556217e-11,8.854903655190477e-12,5.577292541932059e-05,3.29975790111715e-11,6.934893735347887e-12,5.645035602745135e-05,2.955461943079932e-11,5.4553694393405626e-12,5.469658742450298e-05
S003,11,13,3,1.0164582006609645e-10,1.517392647757971e-11,5.474190016770466e-05,1.1453914781964614e-10,9.282769070700954e-12,4.931419796983403e-05,1.3385297521991201e-10,8.98043369240449e-12,5.772756225067903e-05,1.2840526155124706e-10,7.919105989027163e-12,5.9730086659050045e-05,1.3072061587699843e-10,7.342202615133603e-12,5.74075178132958e-05,6.669280307067749e-11,5.362991971198343e-12,6.995775205176573e-05,6.785559211927426e-11,5.3717976849310735e-12,6.942396670932368e-05,1.0930447974500297e-10,1.2959492095228928e-11,4.619710356705777e-05,1.082822361947399e-10,1.2334205091503182e-11,4.7309871177909906e-05,1.3624034734637424e-10,1.1679111428215352e-11,4.347705494324764e-05
S003,11,14,1,2.9049140951148565e-11,7.375917700290785e-12,6.351646602506712e-05,2.784130874113798e-11,7.214103566350314e-12,6.101259952408301e-05,2.8292394345363528e-11,9.152458578043991e-12,5.6955179313017044e-05,2.9182390547683334e-11,1.0851501849164329e-11,5.696965184341933e-05,2.4273519036751398e-11,1.2776301927490051e-11,5.6351676780858985e-05,1.4079297007829382e-11,9.53011652943884e-12,5.9320107440784616e-05,1.4147828060268193e-11,9.583051284183237e-12,5.957573885440232e-05,4.7415968790758857e-11,6.539354115931696e-12,4.816316852834945e-05,5.0364715814397204e-11,7.609143887054847e-12,5.118350009297383e-05,4.5635106562840536e-11,9.70679302531654e-12,4.764825116347817e-05
S003,11,15,2,2.2903067354243263e-11,1.2093885370320457e-11,5.6827676938427645e-05,3.8569409066805346e-11,8.631828396171119e-12,5.247449325184222e-05,5.0473844257878994e-11,7.664210840725735e-12,5.2993176026627396e-05,6.172512857132347e-11,7.530194459966297e-12,5.137856188285931e-05,5.909856785050297e-11,8.274796611457224e-12,5.336955218344127e-05,3.4037131213871726e-11,7.770187710765608e-12,5.5651983724534116e-05,3.3140069207546216e-11,7.856750622065469e-12,5.50831720299301e-05,2.8850431366624674e-11,9.983695602949223e-12,3.976312101482658e-05,3.5649405173969744e-11,8.516940278394921e-12,4.069072398102043e-05,4.885067632500439e-11,8.091328297533767e-12,4.287125253615627e-05
S003,11,16,1,6.267189060696937e-11,1.0773121956040612e-11,8.179416269870002e-05,6.398519785782532e-11,8.173063594728109e-12,7.685710081641792e-05,4.8058340112900045e-11,8.368765460390577e-12,7.948387946890887e-05,3.9990287130883134e-11,6.7319167747789404e-12,8.2717929960542e-05,3.452415872027042e-11,6.242958174980418e-12,8.302832422268707e-05,1.8018516286680585e-11,4.9442860001417535e-12,8.183895278172153e-05,1.7905876490237537e-11,4.867663460720281e-12,8.110914422821421e-05,5.63119463994153e-11,8.416208967266453e-12,5.2734259880627496e-05,6.052586211862261e-11,8.539764489855255e-12,5.6386630349586234e-05,6.25445463640297e-11,8.345579727789343e-12,6.412079630709153e-05
S003,11,17,2,3.3981511445305576e-11,7.688552548726825e-12,7.444062234937501e-05,3.149651361145371e-11,5.037982735196826e-12,6.965157801548618e-05,3.2575302481998836e-11,4.524592927438352e-12,6.714265225464453e-05,2.7790719529040412e-11,3.649593119580343e-12,6.358313406669436e-05,2.510586842738767e-11,3.694495031035892e-12,6.547836802179603e-05,8.999363554385337e-12,4.363684084549057e-12,5.803898459889889e-05,9.492823515415566e-12,4.295769704908283e-12,5.791506466467427e-05,3.1765960460824385e-11,5.239044544190986e-12,5.697111446399628e-05,3.744619199997636e-11,6.57033299967448e-12,7.93330634721132e-05,3.573958618993558e-11,5.2676079667340605e-12,5.351717212874824e-05
S003,11,18,1,2.0362628728318848e-11,9.634719900709148e-12,6.006076460970403e-05,2.7608665704739087e-11,6.0668514616482085e-12,6.006449515145472e-05,3.109892620028634e-11,6.41126470913933e-12,5.7386637405379484e-05,2.7081054923555965e-11,6.421742350755559e-12,5.954744067724737e-05,2.8082110406151346e-11,5.948997888037155e-12,5.922672792584943e-05,1.8041652899054524e-11,2.9188023072836813e-12,5.465817678657313e-05,1.7480332948453302e-11,2.999256756397582e-12,5.505714005921207e-05,2.5372614022292584e-11,6.468535686799054e-12,5.143473847591123e-05,2.770039442462473e-11,6.57877360819353e-12,4.920265474026357e-05,3.375432537701528e-11,5.418844234315714e-12,5.092812404908867e-05
S003,11,19,3,3.457683094020957e-11,1.0826513891834615e-11,5.419749715528341e-05,2.4214531320406305e-11,8.93727288862937e-12,4.712133612415712e-05,3.3565562393751094e-11,9.9739438142225e-12,4.55015341708613e-05,3.047427642751858e-11,9.12187699501666e-12,4.541498006389582e-05,3.0507573249960625e-11,1.0056752066056921e-11,4.667095983646104e-05,1.718755354709396e-11,6.871300058095642e-12,4.876867451848017e-05,1.6495297736606785e-11,6.927254934903522e-12,4.8760407435690215e-05,2.4814833807184188e-11,7.2142117408975915e-12,3.743680136350576e-05,3.5063390358859305e-11,7.945551482198007e-12,4.159110451254244e-05,3.200037827873486e-11,9.027544144103867e-12,4.370542003741558e-05
S003,11,20,1,1.4815600411644147e-11,8.465973528890355e-12,7.174162666875369e-05,1.9912587348030194e-11,5.562916937209937e-12,6.796296610360492e-05,2.1809543656307556e-11,4.881478472447192e-12,7.629086292448881e-05,2.4073040998284006e-11,4.372823578534851e-12,7.343394982531542e-05,2.5187982278840404e-11,4.407788777440273e-12,7.52597355480426e-05,1.653618158473999e-11,4.169637215647675e-12,7.355833957049072e-05,1.663339032019946e-11,4.235279367060581e-12,7.333663790107215e-05,9.971371889680475e-12,5.596451418233073e-12,4.879566393182858e-05,1.7956636596716e-11,5.970030134881408e-12,5.521542062907586e-05,2.7241541034758073e-11,4.74840356854883e-12,6.026702082699475e-05
S003,11,21,2,3.239267287605195e-11,1.344487726769024e-11,7.055390997932982e-05,2.7972412904043403e-11,9.98466042258174e-12,6.574081824756102e-05,3.1232237989582175e-11,9.484369602894476e-12,5.972926288568759e-05,2.5948937223183687e-11,8.9014542921696e-12,6.187775537683507e-05,2.9265790975450145e-11,8.814214215772713e-12,6.235368681552792e-05,2.1344149637511014e-11,5.983782591508086e-12,6.339479620097463e-05,2.092158935419124e-11,5.963582208370209e-12,6.248885049180929e-05,2.525725046739208e-11,1.162282526689875e-11,4.7896195415422786e-05,2.897350269534941e-11,1.2407888143789373e-11,4.985624913663097e-05,2.464782424767066e-11,1.270810389861966e-11,4.713122895790911e-05
S003,11,22,1,8.741403541433581e-12,7.373895474072622e-12,5.4627220226743983e-05,1.966033413486567e-11,6.278353312306067e-12,5.864149746476868e-05,2.5198325958157218e-11,4.932861085251999e-12,5.693875990431468e-05,2.810974769191144e-11,4.2725837579995455e-12,5.801592317907254e-05,3.406862153867233e-11,5.0674605363998455e-12,5.7646238802964535e-05,2.2384969069262815e-11,4.373572340908085e-12,5.920406867482881e-05,2.2603317368770698e-11,4.20352296321586e-12,5.907673761476453e-05,1.649307113556322e-11,7.557602995587332e-12,5.1546592073529484e-05,3.0939585349138976e-11,6.8517920275095e-12,4.171780214453323e-05,3.031946653170719e-11,5.898275462104637e-12,4.816421933898568e-05
S003,11,23,3,2.3652814384197293e-11,1.1677950792871855e-11,4.7464549650963434e-05,3.431502731194126e-11,9.961721872615962e-12,5.2284633340135304e-05,3.4937564611080305e-11,9.412863811582094e-12,5.215123491231474e-05,3.322064964781741e-11,7.890481185268246e-12,5.1559177208129734e-05,4.01028851021844e-11,1.001995361476225e-11,5.9484630855566545e-05,2.590682998531662e-11,9.946778826662455e-12,5.8816851631897355e-05,2.5352855241714772e-11,9.954590341815898e-12,5.872887049994771e-05,2.822975893528794e-11,8.799933867370271e-12,4.2103864390216095e-05,3.823234452285066e-11,1.0562616507819666e-11,4.202045312693572e-05,3.830904712641223e-11,9.652848331604269e-12,4.745021157372352e-05
S003,11,24,1,4.091704567306972e-11,1.318450668999332e-11,5.961441320730271e-05,2.8687355624610935e-11,8.964069147588402e-12,5.8962945432819125e-05,3.607992909209508e-11,8.372076269939944e-12,5.8966645856043056e-05,3.2992937329619884e-11,7.86747159940877e-12,6.238325340982707e-05,3.2118821854638006e-11,6.409939815572491e-12,6.074200117391533e-05,2.0842964324814428e-11,4.856332484636691e-12,6.192874530973204e-05,2.0212846625371658e-11,4.7992079415796355e-12,6.184885660121683e-05,2.936705286920828e-11,1.1405987025395053e-11,4.9246479363107865e-05,3.49100895261473e-11,7.607396875729147e-12,4.901288469614608e-05,3.944329979538067e-11,7.683331014078703e-12,4.644953144727588e-05
S003,11,25,2,4.359189977440719e-11,1.7673112516742506e-11,8.797407037891763e-05,4.522226853643128e-11,1.318276781480537e-11,7.857783911827106e-05,3.938025422569939e-11,1.2542614173103458e-11,7.621368187839329e-05,3.7030088624624423e-11,1.217318699835049e-11,7.676540141469296e-05,3.2586499152823456e-11,1.396101565427021e-11,7.362193743764341e-05,1.8483664534931216e-11,1.1346301028266077e-11,6.865667962427053e-05,1.852923785951191e-11,1.1437969210643766e-11,6.964168093303142e-05,3.44288594376185e-11,1.3627614916889395e-11,6.729096153809531e-05,4.335850017751285e-11,1.3603939461232616e-11,6.111552188809291e-05,4.2574184717942675e-11,1.2917616210900384e-11,6.318891997442958e-05
S003,11,26,1,1.963885097657869e-11,1.014939577044929e-11,7.33120809452784e-05,1.0843831470918716e-11,5.9475918636438066e-12,5.725833850238655e-05,5.675328614899833e-12,5.627472834315334e-12,6.687241418929964e-05,4.887713825682704e-12,5.499561005063161e-12,6.722999527322925e-05,4.436628670165786e-12,5.69709167826291e-12,6.520529961076927e-05,4.824158506876734e-12,4.350425553207806e-12,6.245914960451358e-05,4.95714779956228e-12,4.346993391609726e-12,6.178071311847002e-05,2.203901281334955e-11,5.938498320430493e-12,5.1370054914325296e-05,1.6643874301467545e-11,6.249240439399277e-12,5.1192608499213596e-05,8.676954859609025e-12,6.2746985997772835e-12,5.487364127722414e-05
S003,11,27,3,2.795164485012402e-11,1.2119013013143396e-11,6.514613961546965e-05,1.631081273570868e-11,6.608208367253431e-12,6.170614203928979e-05,1.4092525803288036e-11,6.1721015993413886e-12,5.717876974806194e-05,1.3846822738114858e-11,7.162968183449084e-12,6.452929693364673e-05,1.3612046881251954e-11,7.150402896881082e-12,5.879616702391102e-05,1.0446136219467591e-11,7.412626552396702e-12,5.5790915181135654e-05,1.0811847545005604e-11,7.380136753322626e-12,5.581796041181626e-05,2.4540650834725192e-11,7.67994448486037e-12,5.2149729414502646e-05,1.7420194632000983e-11,6.010364661541816e-12,5.551029038810611e-05,1.1972203183908568e-11,5.527741011241832e-12,4.8579286025975796e-05
